,id,host_id,zipcode,accommodates,bathrooms,bedrooms,beds,minimum_nights,availability_30,number_of_reviews,review_scores_rating,host_listing_count,Apartment,Bed & Breakfast,Boat,Castle,Dorm,House,Hut,Loft,Other,Tent,Treehouse,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,price,price_log
1496,4644820,8669787,10035,-0.5195404859068907,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.6188138558658658,-0.6629370932174213,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200.0,5.298317366548036
1497,339060,1679409,10012,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.22257021951315167,-1.0628245506138885,3.336370427792492,80-84,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,100.0,4.605170185988092
1498,4531455,23494096,11221,0.5760424299973689,0.9884926524026629,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,-0.34302712730024765,-0.20975994385883995,95-100,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,29.0,3.367295829986474
1499,4172837,1399831,10014,0.5760424299973689,2.3140196115930816,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,1.096567719327034,-0.456018997445738,95-100,0.08037640832202401,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,249.0,5.517452896464707
1500,2652871,5328696,11222,0.5760424299973689,-0.3370343067877555,1.235102772229469,0.38159161324243157,0.5699170531922766,0.6966802619305669,-0.25901175457621956,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,350.0,5.857933154483459
1501,4757234,5976765,11385,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,60.0,4.0943445622221
1502,52251,241435,10019,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,1.5140534312494467,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,149.0,5.003946305945459
1503,3674279,1329986,11207,7.149539925422927,3.6395465707834997,-0.41170092407648967,11.042951088654927,-0.6188138558658658,1.0165902278477406,-0.4067671867283584,85-89,12.124737982254569,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28.0,3.332204510175204
1504,1461721,7831209,10035,-0.5195404859068907,4.965073529973918,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.9366127363684471,0.23350635259757657,70-79,2.859844463844919,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,45.0,3.8066624897703196
1505,1583128,263510,10023,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,2.9473788713085614,0.7766577534098603,-0.16050813314146034,85-89,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,73.0,4.290459441148391
1506,246938,936630,10002,1.1238338879494987,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.6188138558658658,-1.0628245506138885,2.30208240272752,85-89,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,169.0,5.1298987149230735
1507,1190011,562861,11205,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5052708081631176,95-100,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,60.0,4.0943445622221
1508,731300,3398752,11211,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,0.5699170531922766,-1.3027570250517688,0.676772649053993,90-94,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,110.0,4.700480365792417
1509,4829382,24862631,10009,0.5760424299973689,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200.0,5.298317366548036
1510,1182442,6468418,10040,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,1.2700382361934728,-0.22257021951315167,1.096567719327034,-0.20975994385883995,80-84,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
1511,2892830,216338,11201,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.096567719327034,-0.456018997445738,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,140.0,4.941642422609304
1512,1123481,6163132,10011,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,-1.3027570250517688,-0.062004511706701106,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,275.0,5.616771097666572
1513,65957,322641,10002,1.6716253459016284,-0.3370343067877555,1.235102772229469,0.38159161324243157,0.17367341683956244,-1.0628245506138885,6.537738124422166,90-94,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,229.0,5.43372200355424
1515,4359718,841179,11237,2.219416803853758,-0.3370343067877555,1.235102772229469,1.2700382361934728,0.17367341683956244,0.9366127363684471,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,125.0,4.8283137373023015
1516,4728060,24416291,10024,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
1517,3869342,17152683,10473,-1.0673319438590205,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.0165902278477406,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28.0,3.332204510175204
1518,2172544,2629799,11233,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,-1.3027570250517688,0.036499109728058116,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,95.0,4.553876891600541
1519,4662965,24127952,10009,1.1238338879494987,2.3140196115930816,1.235102772229469,0.38159161324243157,-0.6188138558658658,0.3767702960133932,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,190.0,5.247024072160486
1520,3276860,16566179,10007,0.5760424299973689,-0.3370343067877555,2.8819064685354276,1.2700382361934728,0.17367341683956244,0.8566352448891538,-0.20975994385883995,90-94,-0.38286826759845854,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,450.0,6.1092475827643655
1522,2041569,2596172,10044,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,4.136109780366704,1.096567719327034,-0.5052708081631176,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200.0,5.298317366548036
1523,2669242,6392345,11216,1.1238338879494987,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.22257021951315167,-1.3027570250517688,-0.25901175457621956,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,220.0,5.393627546352362
1524,2101167,10489718,11216,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.16050813314146034,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,156.0,5.049856007249537
1525,4329436,21913596,11249,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-0.982847059134595,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,200.0,5.298317366548036
1526,2282462,8708167,10017,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.35751537601097877,70-79,0.08037640832202401,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,69.0,4.23410650459726
1527,2625618,13447134,10016,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.5367252789719801,0.7260244597713726,85-89,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200.0,5.298317366548036
1528,4270080,22168231,11105,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,110.0,4.700480365792417
1529,2102493,10713617,11215,-0.5195404859068907,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.0628245506138885,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,250.0,5.521460917862246
1530,1914582,1309215,11211,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.22257021951315167,1.0165902278477406,0.824528081206132,95-100,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,140.0,4.941642422609304
1531,4860598,24227247,10009,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,4.532353416719418,0.6966802619305669,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100.0,4.605170185988092
1532,4462008,16286162,10469,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.22257021951315167,1.096567719327034,-0.5545226188804973,No Reviews,1.0068657601629891,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,50.0,3.912023005428146
1533,274062,1433395,10026,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.9366127363684471,0.13500273116281733,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,90.0,4.499809670330265
1534,1980203,1513389,10013,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,0.17367341683956244,0.6167027704512734,0.2827581633149562,70-79,1.4701104360834716,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60.0,4.0943445622221
1535,952127,109457,10473,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,0.23350635259757657,90-94,2.396599787924437,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,55.0,4.007333185232471
1536,4795287,24712049,10128,1.1238338879494987,-0.3370343067877555,1.235102772229469,0.38159161324243157,0.17367341683956244,0.8566352448891538,-0.5545226188804973,No Reviews,-0.38286826759845854,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,120.0,4.787491742782046
1537,863209,4131382,11233,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.0165902278477406,2.1543269705753816,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90.0,4.499809670330265
1538,4015734,20409395,10009,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.9366127363684471,0.13500273116281733,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,95.0,4.553876891600541
1539,1193870,6524294,10128,1.1238338879494987,-0.3370343067877555,1.235102772229469,1.2700382361934728,-0.22257021951315167,0.1368378215755129,0.5782690276192338,85-89,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,295.0,5.68697535633982
1540,1325534,2582628,11226,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
1542,1977799,10135286,11211,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,2.154891598603133,-0.982847059134595,-0.5052708081631176,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,175.0,5.1647859739235145
1543,3676739,18673781,10128,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.9661606895449907,-0.6629370932174213,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,149.0,5.003946305945459
1544,3938956,1189733,11238,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.6966802619305669,0.6275208383366134,95-100,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,69.0,4.23410650459726
1545,211078,306739,11222,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,0.45674778749268663,5.060183802900779,95-100,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,185.0,5.220355825078324
1546,1301782,6741385,10128,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.8566352448891538,-0.35751537601097877,90-94,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,99.0,4.59511985013459
1547,1449004,3633413,10019,2.7672082618058877,2.3140196115930816,-0.41170092407648967,2.1584848591445143,-0.6188138558658658,1.096567719327034,1.1692907562277892,85-89,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,240.0,5.480638923341991
1548,1651762,1495021,11377,-0.5195404859068907,3.6395465707834997,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-0.8228920761760082,-0.456018997445738,90-94,0.5436210842425065,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,55.0,4.007333185232471
1549,1454088,7756040,10028,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.5699170531922766,-0.1830721443416608,-0.30826356529359916,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,110.0,4.700480365792417
1550,2174998,921897,10002,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,-1.0628245506138885,-0.012752700989321495,90-94,1.4701104360834716,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,249.0,5.517452896464707
1551,3611813,8410380,10010,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,0.23350635259757657,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,150.0,5.0106352940962555
1552,2983952,11018460,11211,0.028250972045239065,-0.3370343067877555,1.235102772229469,0.38159161324243157,1.758647962250419,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210.0,5.3471075307174685
1553,2333540,1102461,11206,0.5760424299973689,-0.3370343067877555,1.235102772229469,0.38159161324243157,0.9661606895449907,-1.2227795335724754,-0.25901175457621956,90-94,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,175.0,5.1647859739235145
1554,4141160,5357284,10044,0.5760424299973689,0.9884926524026629,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,1.096567719327034,-0.5052708081631176,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,200.0,5.298317366548036
1555,2170216,11071244,11103,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.5829596017381279,-0.456018997445738,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,79.0,4.3694478524670215
1556,4065241,21083965,11237,-0.5195404859068907,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5052708081631176,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,225.0,5.41610040220442
1557,7626,20294,10018,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-1.3027570250517688,-0.4067671867283584,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,175.0,5.1647859739235145
1558,1506283,8046628,10031,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.5699170531922766,1.096567719327034,-0.5052708081631176,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,85.0,4.442651256490317
1561,925219,4975167,11226,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.062004511706701106,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,75.0,4.31748811353631
1562,925240,4976428,10003,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,0.9661606895449907,-0.42300461877954104,0.5290172169018542,95-100,-0.38286826759845854,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,325.0,5.783825182329737
1563,1187411,2183292,10002,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.096567719327034,-0.16050813314146034,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,189.0,5.241747015059643
1564,3027445,7851685,11231,0.5760424299973689,-0.3370343067877555,1.235102772229469,0.38159161324243157,1.758647962250419,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,150.0,5.0106352940962555
1565,4005608,14935858,10033,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,1.2700382361934728,-0.22257021951315167,1.0165902278477406,-0.5052708081631176,80-84,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,70.0,4.248495242049359
1566,4403972,22860848,10128,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,1.3624043258977048,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,295.0,5.68697535633982
1567,2636987,521918,11237,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.29679280453409973,0.5782690276192338,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60.0,4.0943445622221
1568,4351860,6633444,11206,-0.5195404859068907,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.0165902278477406,-0.16050813314146034,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,90.0,4.499809670330265
1569,4863209,1145621,10011,3.8627911777101476,2.3140196115930816,4.528710164841386,3.0469314820955553,-0.6188138558658658,-0.10309465286236737,-0.5545226188804973,No Reviews,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,995.0,6.902742737158593
1570,1586454,8452695,11377,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.5699170531922766,1.0165902278477406,0.2827581633149562,70-79,0.08037640832202401,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,48.0,3.871201010907891
1571,879111,4647507,10014,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.9661606895449907,-1.2227795335724754,0.036499109728058116,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,265.0,5.579729825986222
1572,3603424,577199,11221,1.1238338879494987,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.5367252789719801,-0.30826356529359916,85-89,6.1025571952882975,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,30.0,3.4011973816621555
1573,532749,2617850,11211,0.5760424299973689,-0.3370343067877555,1.235102772229469,0.38159161324243157,1.758647962250419,1.096567719327034,0.6275208383366134,95-100,-0.38286826759845854,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,199.0,5.293304824724492
1574,709376,3649491,10009,-0.5195404859068907,-0.3370343067877555,1.235102772229469,-0.5068550097086097,0.17367341683956244,-0.8228920761760082,-0.20975994385883995,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,150.0,5.0106352940962555
1575,4258186,643120,11215,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.012752700989321495,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
1576,2403198,12282354,11229,1.1238338879494987,-0.3370343067877555,1.235102772229469,1.2700382361934728,0.9661606895449907,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,175.0,5.1647859739235145
1577,2066046,6867897,10012,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.05686033009621948,1.612557052684206,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,149.0,5.003946305945459
1578,980313,1987201,10003,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-1.3027570250517688,0.036499109728058116,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200.0,5.298317366548036
1579,1803933,8872284,11249,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.1830721443416608,2.6960968884665575,85-89,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,89.0,4.48863636973214
1580,3119285,1100710,10004,-1.0673319438590205,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.45674778749268663,-0.5052708081631176,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,89.0,4.48863636973214
1581,4824052,24839116,11215,0.5760424299973689,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0,4.976733742420574
1582,1294421,2621591,11206,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.6629370932174213,2.30208240272752,95-100,0.08037640832202401,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,105.0,4.653960350157523
1583,394474,1148395,10036,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,-1.142802042093182,6.3407308815526475,90-94,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,120.0,4.787491742782046
1584,1228900,1411355,11211,1.1238338879494987,2.3140196115930816,-0.41170092407648967,0.38159161324243157,0.17367341683956244,-1.3027570250517688,0.036499109728058116,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,249.0,5.517452896464707
1586,2197259,10789084,10456,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,198.0,5.288267030694535
1587,2872288,14680576,11216,2.7672082618058877,0.9884926524026629,2.8819064685354276,2.1584848591445143,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,300.0,5.703782474656201
1588,4758606,14647536,10025,0.5760424299973689,3.6395465707834997,1.235102772229469,1.2700382361934728,0.17367341683956244,-1.2227795335724754,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,625.0,6.437751649736401
1589,1866128,9730314,10029,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,0.7766577534098603,0.7752762704887524,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,85.0,4.442651256490317
1590,4654712,24075806,10013,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.45674778749268663,-0.456018997445738,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,165.0,5.10594547390058
1592,495913,1489722,11238,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,1.758647962250419,-1.3027570250517688,0.18425454188019696,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55.0,4.007333185232471
1593,737126,3847832,11211,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.9366127363684471,0.5290172169018542,95-100,-0.38286826759845854,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,195.0,5.272999558563747
1594,2553205,2675644,10301,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.5367252789719801,0.036499109728058116,85-89,6.1025571952882975,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,59.0,4.07753744390572
1595,4874990,25079554,11102,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,-0.10309465286236737,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50.0,3.912023005428146
1598,3454110,17407870,10005,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.4067671867283584,95-100,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,125.0,4.8283137373023015
1599,16595,64522,11249,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,1.2700382361934728,0.17367341683956244,1.096567719327034,2.3513342134449,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,140.0,4.941642422609304
