,id,host_id,zipcode,accommodates,bathrooms,bedrooms,beds,minimum_nights,availability_30,number_of_reviews,review_scores_rating,host_listing_count,Apartment,Bed & Breakfast,Boat,Castle,Dorm,House,Hut,Loft,Other,Tent,Treehouse,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,price,price_log
4126,2870603,14204809,11369,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-0.34302712730024765,-0.20975994385883995,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,65.0,4.174387269895637
4127,1157271,6341550,11370,-1.0673319438590205,-1.6625612659781739,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,115.0,4.74493212836325
4129,2837735,10785137,10007,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,0.7766577534098603,-0.20975994385883995,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,250.0,5.521460917862246
4130,1808497,7557833,11216,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.0165902278477406,-0.30826356529359916,90-94,1.9333551120039543,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,85.0,4.442651256490317
4131,1887600,9819089,10016,-0.5195404859068907,0.9884926524026629,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.11125632242408072,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,239.0,5.476463551931511
4132,2334411,11280333,10037,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.9661606895449907,-0.5829596017381279,-0.30826356529359916,90-94,-0.38286826759845854,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,90.0,4.499809670330265
4133,4452031,3469936,11222,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.5545226188804973,No Reviews,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,95.0,4.553876891600541
4134,3456596,17419521,11225,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,0.9661606895449907,-1.3027570250517688,-0.456018997445738,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,95.0,4.553876891600541
4135,4615873,2321776,10030,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.4067671867283584,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,70.0,4.248495242049359
4136,1546380,8240771,10003,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,0.036499109728058116,85-89,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,185.0,5.220355825078324
4137,183691,658618,11216,0.5760424299973689,-0.3370343067877555,1.235102772229469,-0.5068550097086097,-0.6188138558658658,0.6167027704512734,3.878140345683668,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,150.0,5.0106352940962555
4138,713385,2465907,11238,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.0165902278477406,-0.456018997445738,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,150.0,5.0106352940962555
4139,956562,58913,10029,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,0.9366127363684471,-0.20975994385883995,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,180.0,5.19295685089021
4140,1925956,3082063,10024,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,0.9722835133582708,90-94,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,249.0,5.517452896464707
4141,3394964,10657357,10032,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.25901175457621956,95-100,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,69.0,4.23410650459726
4142,956573,4932354,11238,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,0.2827581633149562,95-100,1.0068657601629891,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,50.0,3.912023005428146
4143,4658547,1754822,10009,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.7766577534098603,-0.5545226188804973,No Reviews,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
4144,2936046,14950154,10013,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.5052708081631176,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,111.0,4.709530201312334
4145,4280118,1990602,11237,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,65.0,4.174387269895637
4146,4878925,24967136,11233,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,140.0,4.941642422609304
4147,2838331,14520064,11222,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,0.5699170531922766,-1.142802042093182,0.824528081206132,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,185.0,5.220355825078324
4148,1808550,7557833,11216,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.30826356529359916,60-69,1.9333551120039543,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,85.0,4.442651256490317
4149,2010582,2623783,10038,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,175.0,5.1647859739235145
4150,2192295,11179626,10025,0.028250972045239065,0.9884926524026629,2.8819064685354276,1.2700382361934728,-0.6188138558658658,1.096567719327034,-0.456018997445738,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,150.0,5.0106352940962555
4151,4304347,2859194,10037,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.456018997445738,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,95.0,4.553876891600541
4152,4435442,4295841,11207,2.7672082618058877,2.3140196115930816,2.8819064685354276,1.2700382361934728,-0.6188138558658658,0.9366127363684471,-0.5052708081631176,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,100.0,4.605170185988092
4153,2332880,11915544,11225,1.1238338879494987,2.3140196115930816,1.235102772229469,0.38159161324243157,0.9661606895449907,-1.3027570250517688,-0.456018997445738,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,239.0,5.476463551931511
4154,3240903,16397032,10032,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.0165902278477406,-0.11125632242408072,85-89,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,41.0,3.713572066704308
4155,3984821,1110208,11206,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.35751537601097877,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,190.0,5.247024072160486
4156,3882898,3039012,11206,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.456018997445738,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55.0,4.007333185232471
4157,4574649,5586913,10014,1.1238338879494987,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.6188138558658658,-0.42300461877954104,-0.5545226188804973,No Reviews,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,300.0,5.703782474656201
4159,3198402,12456425,10018,-1.0673319438590205,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100.0,4.605170185988092
4160,4813778,278815,11225,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,80.0,4.382026634673881
4161,4345691,22547910,11216,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.5699170531922766,0.6966802619305669,-0.456018997445738,70-79,0.5436210842425065,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,55.0,4.007333185232471
4162,4372055,22697638,10467,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.0165902278477406,-0.5052708081631176,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,100.0,4.605170185988092
4163,944040,896918,11216,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.982847059134595,-0.11125632242408072,85-89,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,99.0,4.59511985013459
4165,4776653,5452450,10013,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100.0,4.605170185988092
4166,3362669,16964683,10464,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,1.096567719327034,0.430513595467095,95-100,-0.38286826759845854,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,60.0,4.0943445622221
4167,1166814,4872195,11237,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.20975994385883995,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
4169,4818865,24816600,10128,0.028250972045239065,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.22257021951315167,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90.0,4.499809670330265
4170,3109903,6948415,11233,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,0.05686033009621948,-0.30826356529359916,85-89,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,57.0,4.04305126783455
4171,2051975,6376749,10012,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.5367252789719801,-0.5052708081631176,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,150.0,5.0106352940962555
4172,3911257,4924238,11222,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.30826356529359916,95-100,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,59.0,4.07753744390572
4173,3624190,13128208,10035,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,0.1368378215755129,-0.012752700989321495,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
4174,2243708,11460513,11232,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,-0.9028695676553016,0.036499109728058116,70-79,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,45.0,3.8066624897703196
4175,3774759,19353031,11201,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.34302712730024765,-0.4067671867283584,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,150.0,5.0106352940962555
4176,3512620,617127,11216,0.5760424299973689,-1.6625612659781739,1.235102772229469,0.38159161324243157,0.17367341683956244,-0.5029821102588345,-0.4067671867283584,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,160.0,5.075173815233827
4177,4476846,3005345,10012,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.34302712730024765,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,99.0,4.59511985013459
4178,4411289,2823344,10019,1.1238338879494987,2.3140196115930816,-0.41170092407648967,1.2700382361934728,0.17367341683956244,-1.2227795335724754,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,500.0,6.214608098422191
4179,3826451,942109,11216,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.982847059134595,0.18425454188019696,95-100,1.4701104360834716,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
4181,4430138,22998221,11237,-0.5195404859068907,3.6395465707834997,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.9028695676553016,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100.0,4.605170185988092
4182,765569,4036700,11201,0.5760424299973689,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.22257021951315167,-0.8228920761760082,0.13500273116281733,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,150.0,5.0106352940962555
4183,3400412,6724699,11222,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.4067671867283584,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,105.0,4.653960350157523
4184,3752269,17696653,11221,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.0165902278477406,-0.5052708081631176,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50.0,3.912023005428146
4185,1122462,6158233,10031,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,0.5367252789719801,0.4797654061844746,95-100,1.9333551120039543,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,64.0,4.1588830833596715
4186,4887393,25142836,10014,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,150.0,5.0106352940962555
4187,3578198,3803423,11238,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.456018997445738,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,75.0,4.31748811353631
4188,1474514,7019923,11205,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.9661606895449907,-1.2227795335724754,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,59.0,4.07753744390572
4190,3395099,10657357,10032,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.5052708081631176,95-100,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,69.0,4.23410650459726
4191,1392144,1873589,11213,1.1238338879494987,-0.3370343067877555,2.8819064685354276,1.2700382361934728,-0.6188138558658658,1.0165902278477406,-0.11125632242408072,95-100,0.08037640832202401,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,260.0,5.560681631015528
4192,1158833,3105916,10014,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.25901175457621956,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,72.0,4.276666119016055
4193,2805293,5225737,10014,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.11125632242408072,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,350.0,5.857933154483459
4194,4312622,5565331,10019,0.5760424299973689,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.6188138558658658,-0.1830721443416608,-0.25901175457621956,95-100,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,230.0,5.438079308923196
4195,689277,182226,11201,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.096567719327034,-0.16050813314146034,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,99.0,4.59511985013459
4196,2454644,4335080,10031,3.8627911777101476,-0.3370343067877555,-0.41170092407648967,2.1584848591445143,-0.6188138558658658,1.096567719327034,-0.5052708081631176,95-100,1.9333551120039543,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,45.0,3.8066624897703196
4197,516843,2544648,10009,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.22257021951315167,0.6167027704512734,0.7752762704887524,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,125.0,4.8283137373023015
4198,947322,5134018,11375,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.30826356529359916,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100.0,4.605170185988092
4199,2089712,10666587,10018,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.3767702960133932,-0.456018997445738,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,185.0,5.220355825078324
4200,569032,525428,10012,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.9661606895449907,-0.6629370932174213,0.4797654061844746,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210.0,5.3471075307174685
4201,4050534,21003631,10012,-1.0673319438590205,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.8566352448891538,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
4202,3362783,16919101,10012,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.0165902278477406,0.13500273116281733,70-79,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,85.0,4.442651256490317
4205,1175304,6423176,11432,0.5760424299973689,0.9884926524026629,1.235102772229469,0.38159161324243157,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,134.0,4.897839799950911
4206,2221988,11336752,11222,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,50.0,3.912023005428146
4207,2398691,11495153,10011,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.3767702960133932,0.5782690276192338,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,190.0,5.247024072160486
4208,3624952,2574452,11372,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.456018997445738,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,70.0,4.248495242049359
4209,2707450,8070604,10001,1.6716253459016284,-0.3370343067877555,-0.41170092407648967,1.2700382361934728,-0.6188138558658658,-1.0628245506138885,0.9722835133582708,80-84,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,230.0,5.438079308923196
4211,1919490,9113389,11233,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,0.08575092044543774,90-94,4.7128231675268495,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,40.0,3.6888794541139363
4213,4692434,24258900,10033,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,4.532353416719418,0.9366127363684471,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,75.0,4.31748811353631
4214,1415641,7627638,10003,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,300.0,5.703782474656201
4215,4574836,1371055,10009,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-1.3027570250517688,-0.456018997445738,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,150.0,5.0106352940962555
4216,2052141,6376749,10012,1.1238338879494987,-0.3370343067877555,1.235102772229469,1.2700382361934728,0.17367341683956244,-1.0628245506138885,-0.35751537601097877,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,300.0,5.703782474656201
4217,4679882,24201845,10035,2.7672082618058877,-0.3370343067877555,1.235102772229469,2.1584848591445143,1.758647962250419,0.8566352448891538,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,225.0,5.41610040220442
4218,4804658,24750323,10032,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.5545226188804973,No Reviews,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,39.0,3.6635616461296463
4219,1340612,7271300,10002,1.6716253459016284,-0.3370343067877555,2.8819064685354276,1.2700382361934728,-0.6188138558658658,-0.023117161383073945,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,450.0,6.1092475827643655
4220,1775140,5333348,10013,1.1238338879494987,2.3140196115930816,1.235102772229469,3.9353781050465972,-0.22257021951315167,-1.3027570250517688,-0.20975994385883995,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,299.0,5.700443573390687
4221,843036,4401623,10032,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.8566352448891538,-0.012752700989321495,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,70.0,4.248495242049359
4222,4692471,4337113,10012,2.7672082618058877,2.3140196115930816,2.8819064685354276,3.0469314820955553,-0.22257021951315167,0.1368378215755129,-0.5545226188804973,No Reviews,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,220.0,5.393627546352362
4223,4606473,23862900,10003,0.5760424299973689,-0.3370343067877555,1.235102772229469,1.2700382361934728,0.9661606895449907,-1.0628245506138885,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,219.0,5.389071729816501
4224,2420500,12372632,10003,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100.0,4.605170185988092
4225,1897092,9855047,10033,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.7766577534098603,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40.0,3.6888794541139363
4228,2988569,8176141,10029,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.42300461877954104,1.1200389455104096,90-94,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,129.0,4.859812404361672
4230,4566822,8849545,10026,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.6167027704512734,-0.35751537601097877,95-100,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100.0,4.605170185988092
4231,2061612,1120103,10009,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.1368378215755129,-0.5052708081631176,60-69,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,89.0,4.48863636973214
4232,3250761,1599112,11221,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,0.9366127363684471,-0.16050813314146034,80-84,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,65.0,4.174387269895637
4233,4776737,24516796,11233,1.1238338879494987,-0.3370343067877555,1.235102772229469,1.2700382361934728,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,175.0,5.1647859739235145
